936136.ARRT01000006_gene4939,ruvC,Crossover&nbsp;junction&nbsp;endodeoxyribonuclease&nbsp;RuvC,98.9
936136.ARRT01000006_gene3654,ARRT01000006_gene3654,D-alanine--D-alanine&nbsp;ligase,72.4
936136.ARRT01000006_gene1637,ARRT01000006_gene1637,annotation&nbsp;not&nbsp;available,72.4
936136.ARRT01000006_gene4613,ARRT01000006_gene4613,annotation&nbsp;not&nbsp;available,72.4
936136.ARRT01000006_gene1902,ARRT01000006_gene1902,Molybdenum&nbsp;cofactor&nbsp;biosynthesis&nbsp;protein&nbsp;B,72.4
936136.ARRT01000002_gene645,ARRT01000002_gene645,annotation&nbsp;not&nbsp;available,72.4
936136.ARRT01000006_gene5295,aroB,3-dehydroquinate&nbsp;synthase,72.4
936136.ARRT01000007_gene1133,ARRT01000007_gene1133,annotation&nbsp;not&nbsp;available,72.4
936136.ARRT01000006_gene5279,ARRT01000006_gene5279,annotation&nbsp;not&nbsp;available,72.3
936136.ARRT01000006_gene2768,rpmG,annotation&nbsp;not&nbsp;available,72.3
936136.ARRT01000006_gene4730,ARRT01000006_gene4730,annotation&nbsp;not&nbsp;available,72.3
936136.ARRT01000007_gene1236,ARRT01000007_gene1236,annotation&nbsp;not&nbsp;available,72.3
936136.ARRT01000006_gene2745,ARRT01000006_gene2745,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;I,72.3
936136.ARRT01000002_gene309,ARRT01000002_gene309,annotation&nbsp;not&nbsp;available,72.2
936136.ARRT01000006_gene5566,ARRT01000006_gene5566,annotation&nbsp;not&nbsp;available,72.2
936136.ARRT01000006_gene6011,ARRT01000006_gene6011,annotation&nbsp;not&nbsp;available,72.2
936136.ARRT01000006_gene5733,ahcY,Adenosylhomocysteinase,72.2
936136.ARRT01000001_gene80,ARRT01000001_gene80,annotation&nbsp;not&nbsp;available,72.2
936136.ARRT01000006_gene2059,ARRT01000006_gene2059,annotation&nbsp;not&nbsp;available,72.1
936136.ARRT01000006_gene5401,ARRT01000006_gene5401,annotation&nbsp;not&nbsp;available,72.1
936136.ARRT01000006_gene2253,ARRT01000006_gene2253,annotation&nbsp;not&nbsp;available,72.0
936136.ARRT01000006_gene4997,rpmJ,annotation&nbsp;not&nbsp;available,72.0
936136.ARRT01000006_gene3283,ARRT01000006_gene3283,annotation&nbsp;not&nbsp;available,72.0
936136.ARRT01000006_gene5903,ARRT01000006_gene5903,annotation&nbsp;not&nbsp;available,72.0
936136.ARRT01000007_gene1291,ARRT01000007_gene1291,annotation&nbsp;not&nbsp;available,71.9
936136.ARRT01000006_gene5308,ARRT01000006_gene5308,annotation&nbsp;not&nbsp;available,71.9
936136.ARRT01000006_gene3207,ARRT01000006_gene3207,annotation&nbsp;not&nbsp;available,71.9
936136.ARRT01000004_gene6557,ARRT01000004_gene6557,annotation&nbsp;not&nbsp;available,71.9
936136.ARRT01000006_gene4192,ARRT01000006_gene4192,annotation&nbsp;not&nbsp;available,71.9
936136.ARRT01000006_gene4419,ARRT01000006_gene4419,annotation&nbsp;not&nbsp;available,71.8
936136.ARRT01000006_gene2504,ARRT01000006_gene2504,annotation&nbsp;not&nbsp;available,71.8
936136.ARRT01000003_gene6274,ARRT01000003_gene6274,annotation&nbsp;not&nbsp;available,71.8
936136.ARRT01000006_gene1847,hisG,ATP&nbsp;phosphoribosyltransferase,71.8
936136.ARRT01000006_gene5895,ARRT01000006_gene5895,annotation&nbsp;not&nbsp;available,71.8
936136.ARRT01000006_gene1932,ARRT01000006_gene1932,annotation&nbsp;not&nbsp;available,71.8
936136.ARRT01000006_gene2579,rplI,50S&nbsp;ribosomal&nbsp;protein&nbsp;L9,71.8
936136.ARRT01000005_gene235,ARRT01000005_gene235,annotation&nbsp;not&nbsp;available,71.8
936136.ARRT01000006_gene2344,ARRT01000006_gene2344,annotation&nbsp;not&nbsp;available,71.8
936136.ARRT01000007_gene1109,ARRT01000007_gene1109,annotation&nbsp;not&nbsp;available,71.7
936136.ARRT01000005_gene130,ARRT01000005_gene130,annotation&nbsp;not&nbsp;available,71.7
936136.ARRT01000006_gene1757,ARRT01000006_gene1757,annotation&nbsp;not&nbsp;available,71.7
936136.ARRT01000006_gene3486,alaS,Alanine--tRNA&nbsp;ligase,71.7
936136.ARRT01000006_gene3598,ARRT01000006_gene3598,annotation&nbsp;not&nbsp;available,71.7
936136.ARRT01000006_gene3376,ARRT01000006_gene3376,annotation&nbsp;not&nbsp;available,71.7
936136.ARRT01000003_gene6173,ARRT01000003_gene6173,annotation&nbsp;not&nbsp;available,71.7
936136.ARRT01000006_gene4802,ugpE,Sn-glycerol-3-phosphate&nbsp;transport&nbsp;system&nbsp;permease&nbsp;protein&nbsp;UgpE,71.7
936136.ARRT01000006_gene3361,tpiA,Triosephosphate&nbsp;isomerase,71.7
936136.ARRT01000006_gene2148,ARRT01000006_gene2148,annotation&nbsp;not&nbsp;available,71.6
936136.ARRT01000006_gene5193,ARRT01000006_gene5193,annotation&nbsp;not&nbsp;available,71.6
936136.ARRT01000004_gene6573,ARRT01000004_gene6573,annotation&nbsp;not&nbsp;available,71.6
936136.ARRT01000004_gene6485,ARRT01000004_gene6485,annotation&nbsp;not&nbsp;available,71.6
936136.ARRT01000006_gene2026,ARRT01000006_gene2026,annotation&nbsp;not&nbsp;available,71.5
936136.ARRT01000007_gene1157,ARRT01000007_gene1157,annotation&nbsp;not&nbsp;available,71.5
936136.ARRT01000002_gene673,ARRT01000002_gene673,annotation&nbsp;not&nbsp;available,71.5
936136.ARRT01000006_gene3499,ARRT01000006_gene3499,"7,8-dihydroneopterin&nbsp;aldolase",71.5
936136.ARRT01000006_gene3140,ARRT01000006_gene3140,annotation&nbsp;not&nbsp;available,71.4
936136.ARRT01000006_gene5206,ARRT01000006_gene5206,annotation&nbsp;not&nbsp;available,71.4
936136.ARRT01000002_gene748,ARRT01000002_gene748,annotation&nbsp;not&nbsp;available,71.4
936136.ARRT01000006_gene5685,ARRT01000006_gene5685,annotation&nbsp;not&nbsp;available,71.4
936136.ARRT01000002_gene630,ARRT01000002_gene630,annotation&nbsp;not&nbsp;available,71.4
936136.ARRT01000007_gene1022,ARRT01000007_gene1022,annotation&nbsp;not&nbsp;available,71.4
936136.ARRT01000006_gene3862,ARRT01000006_gene3862,annotation&nbsp;not&nbsp;available,71.3
936136.ARRT01000003_gene6350,ARRT01000003_gene6350,annotation&nbsp;not&nbsp;available,71.3
936136.ARRT01000003_gene6383,ARRT01000003_gene6383,annotation&nbsp;not&nbsp;available,71.3
936136.ARRT01000007_gene1263,ARRT01000007_gene1263,annotation&nbsp;not&nbsp;available,71.2
936136.ARRT01000002_gene557,ARRT01000002_gene557,annotation&nbsp;not&nbsp;available,71.2
936136.ARRT01000006_gene2755,proS,Proline--tRNA&nbsp;ligase,71.2
936136.ARRT01000006_gene5161,ARRT01000006_gene5161,annotation&nbsp;not&nbsp;available,71.2
936136.ARRT01000007_gene1025,ARRT01000007_gene1025,annotation&nbsp;not&nbsp;available,71.2
936136.ARRT01000006_gene3853,ARRT01000006_gene3853,annotation&nbsp;not&nbsp;available,71.2
936136.ARRT01000007_gene920,ARRT01000007_gene920,annotation&nbsp;not&nbsp;available,71.2
936136.ARRT01000004_gene6474,ARRT01000004_gene6474,annotation&nbsp;not&nbsp;available,71.2
936136.ARRT01000006_gene1512,ARRT01000006_gene1512,annotation&nbsp;not&nbsp;available,71.1
936136.ARRT01000006_gene2963,ARRT01000006_gene2963,annotation&nbsp;not&nbsp;available,71.1
936136.ARRT01000006_gene3807,ARRT01000006_gene3807,annotation&nbsp;not&nbsp;available,71.1
936136.ARRT01000006_gene5766,ARRT01000006_gene5766,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;F,71.1
936136.ARRT01000006_gene2572,purF,Amidophosphoribosyltransferase,71.1
936136.ARRT01000006_gene4991,ARRT01000006_gene4991,annotation&nbsp;not&nbsp;available,71.1
936136.ARRT01000006_gene2825,rplO,50S&nbsp;ribosomal&nbsp;protein&nbsp;L15,71.1
936136.ARRT01000004_gene6554,ARRT01000004_gene6554,annotation&nbsp;not&nbsp;available,71.1
936136.ARRT01000006_gene2652,nrdR,Transcriptional&nbsp;repressor&nbsp;NrdR,71.0
936136.ARRT01000006_gene2867,ARRT01000006_gene2867,annotation&nbsp;not&nbsp;available,71.0
936136.ARRT01000006_gene4160,ARRT01000006_gene4160,annotation&nbsp;not&nbsp;available,71.0
936136.ARRT01000006_gene5069,ARRT01000006_gene5069,annotation&nbsp;not&nbsp;available,71.0
936136.ARRT01000006_gene4904,ARRT01000006_gene4904,annotation&nbsp;not&nbsp;available,70.9
936136.ARRT01000002_gene439,ARRT01000002_gene439,annotation&nbsp;not&nbsp;available,70.9
936136.ARRT01000006_gene4401,ARRT01000006_gene4401,annotation&nbsp;not&nbsp;available,70.9
936136.ARRT01000006_gene5292,ARRT01000006_gene5292,annotation&nbsp;not&nbsp;available,70.8
936136.ARRT01000006_gene5527,ARRT01000006_gene5527,annotation&nbsp;not&nbsp;available,70.8
936136.ARRT01000006_gene5722,trpF,annotation&nbsp;not&nbsp;available,70.8
936136.ARRT01000006_gene2908,ARRT01000006_gene2908,annotation&nbsp;not&nbsp;available,70.8
936136.ARRT01000004_gene6569,ARRT01000004_gene6569,annotation&nbsp;not&nbsp;available,70.8
936136.ARRT01000007_gene1230,ARRT01000007_gene1230,annotation&nbsp;not&nbsp;available,70.8
936136.ARRT01000002_gene583,ARRT01000002_gene583,"1,4-alpha-glucan&nbsp;branching&nbsp;enzyme&nbsp;GlgB",70.8
936136.ARRT01000006_gene1949,ARRT01000006_gene1949,annotation&nbsp;not&nbsp;available,70.7
936136.ARRT01000006_gene5670,leuB,3-isopropylmalate&nbsp;dehydrogenase,70.7
936136.ARRT01000006_gene3258,ARRT01000006_gene3258,annotation&nbsp;not&nbsp;available,70.7
936136.ARRT01000004_gene6535,ARRT01000004_gene6535,annotation&nbsp;not&nbsp;available,70.7
936136.ARRT01000006_gene3759,ARRT01000006_gene3759,annotation&nbsp;not&nbsp;available,70.7
936136.ARRT01000006_gene4039,ARRT01000006_gene4039,annotation&nbsp;not&nbsp;available,70.7
936136.ARRT01000006_gene3995,ARRT01000006_gene3995,annotation&nbsp;not&nbsp;available,70.6
936136.ARRT01000006_gene5441,ARRT01000006_gene5441,annotation&nbsp;not&nbsp;available,70.6
936136.ARRT01000006_gene4193,murD,UDP-N-acetylmuramoylalanine--D-glutamate&nbsp;ligase,70.6
936136.ARRT01000006_gene5671,ARRT01000006_gene5671,annotation&nbsp;not&nbsp;available,70.6
936136.ARRT01000006_gene2907,ARRT01000006_gene2907,annotation&nbsp;not&nbsp;available,70.6
936136.ARRT01000006_gene1628,ARRT01000006_gene1628,annotation&nbsp;not&nbsp;available,70.6
936136.ARRT01000006_gene1750,ARRT01000006_gene1750,annotation&nbsp;not&nbsp;available,70.6
936136.ARRT01000006_gene5761,ARRT01000006_gene5761,annotation&nbsp;not&nbsp;available,70.6
936136.ARRT01000006_gene4028,ARRT01000006_gene4028,"6,7-dimethyl-8-ribityllumazine&nbsp;synthase",70.6
936136.ARRT01000006_gene4884,ARRT01000006_gene4884,annotation&nbsp;not&nbsp;available,70.5
936136.ARRT01000004_gene6468,ARRT01000004_gene6468,annotation&nbsp;not&nbsp;available,70.5
936136.ARRT01000006_gene5105,ARRT01000006_gene5105,annotation&nbsp;not&nbsp;available,70.5
936136.ARRT01000006_gene2631,ARRT01000006_gene2631,annotation&nbsp;not&nbsp;available,70.4
936136.ARRT01000006_gene5408,atpH,ATP&nbsp;synthase&nbsp;subunit&nbsp;delta,70.4
936136.ARRT01000006_gene3569,ARRT01000006_gene3569,annotation&nbsp;not&nbsp;available,70.4
936136.ARRT01000006_gene2025,ARRT01000006_gene2025,annotation&nbsp;not&nbsp;available,70.4
936136.ARRT01000006_gene5133,gltX,Glutamate--tRNA&nbsp;ligase,70.3
936136.ARRT01000005_gene178,ARRT01000005_gene178,annotation&nbsp;not&nbsp;available,70.3
936136.ARRT01000006_gene4510,ARRT01000006_gene4510,annotation&nbsp;not&nbsp;available,70.3
936136.ARRT01000006_gene4053,ARRT01000006_gene4053,annotation&nbsp;not&nbsp;available,70.3
936136.ARRT01000006_gene4235,ARRT01000006_gene4235,annotation&nbsp;not&nbsp;available,70.3
936136.ARRT01000004_gene6503,ARRT01000004_gene6503,annotation&nbsp;not&nbsp;available,70.3
936136.ARRT01000006_gene6048,ARRT01000006_gene6048,annotation&nbsp;not&nbsp;available,70.3
936136.ARRT01000006_gene4576,ARRT01000006_gene4576,annotation&nbsp;not&nbsp;available,70.2
936136.ARRT01000002_gene807,ARRT01000002_gene807,annotation&nbsp;not&nbsp;available,70.2
936136.ARRT01000006_gene3457,purS,Phosphoribosylformylglycinamidine&nbsp;synthase&nbsp;subunit&nbsp;PurS,70.2
936136.ARRT01000006_gene1497,ARRT01000006_gene1497,annotation&nbsp;not&nbsp;available,70.1
936136.ARRT01000006_gene2607,ndk,Nucleoside&nbsp;diphosphate&nbsp;kinase,70.1
936136.ARRT01000006_gene4636,ARRT01000006_gene4636,annotation&nbsp;not&nbsp;available,70.1
936136.ARRT01000006_gene3222,ARRT01000006_gene3222,annotation&nbsp;not&nbsp;available,70.1
